"IL_SMILES","Experiment_value","IL_to_nucleicacid_massratio","IL_molratio","HL_molratio","CHL_molratio","PEG_molratio","Dose_ug_nucleicacid","HL_name","CHL_name","PEG_name","Aqueous_buffer","Dialysis_buffer","Mixing_method","Model_type","Model_target","Route_of_administration","Cargo","Cargo_type","Experiment_batching","LNP_ID","Experiment_ID","IL_name","IL_head_name"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.850962943,24.30441525,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009113","ZC_2023","6A1-SCC-14","6A1"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",-0.16208818,22.63193134,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009114","ZC_2023","6A1-SCC-EH","6A1"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",-0.16208818,23.22767107,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009115","ZC_2023","6A1-SCC-PH","6A1"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",-0.16208818,23.78389737,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009116","ZC_2023","6A1-SCC-BO","6A1"
"CCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC",0.850962943,17.36947697,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009117","ZC_2023","4A3-SC-10","4A3"
"CCCCCCCCCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCCCCCCCCC)CCC(=O)OCCSSCCCCCCCCCC)CCC(=O)OCCSSCCCCCCCCCC",0.850962943,15.93753389,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009118","ZC_2023","4A3-SSC-10","4A3"
"CCCCCC(CCC)CSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCOC(=O)C(C)CSCC(CCC)CCCCC",0.850962943,17.36947697,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009119","ZC_2023","4A3-SC-PH","4A3"
"CCCCCC(CCC)CSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCC(CCC)CCCCC)CCC(=O)OCCSSCC(CCC)CCCCC)CCC(=O)OCCSSCC(CCC)CCCCC",0.850962943,15.93753389,23.80952381,23.80952381,47.61904762,4.761904762,0.025,"DOPE","Cholesterol","DMG-PEG2000","citrate","None","handmixed","IGROV1","in_vitro","in_vitro","mRNA","FLuc","individual","LNP_0009120","ZC_2023","4A3-SSC-PH","4A3"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(C)C",-0.464524301,12.98723996,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009121","ZC_2023","2A1-SCC-10","2A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN1CCCCC1",-2.778175684,13.33781545,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009122","ZC_2023","2A2-SCC-10","2A2"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(C)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",-0.531732547,13.58637833,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009123","ZC_2023","2A3-SCC-10","2A3"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",-0.250460588,13.31154634,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009124","ZC_2023","2A4-SCC-10","2A4"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCc1c[nH]c2ccccc12",-0.171853991,13.61131439,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009125","ZC_2023","2A5-SCC-10","2A5"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",-0.302591354,16.93615542,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009126","ZC_2023","3A1-SCC-10","3A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.449401969,16.83199415,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009127","ZC_2023","3A2-SCC-10","3A2"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",-2.778175684,17.896029,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009128","ZC_2023","4A1-SCC-4","4A1"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",0.287469021,19.15256062,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009129","ZC_2023","4A1-SCC-8","4A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.742072279,19.72873504,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009130","ZC_2023","4A1-SCC-10","4A1"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",0.663465682,20.27391778,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009131","ZC_2023","4A1-SCC-12","4A1"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.287469021,20.79054385,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009132","ZC_2023","4A1-SCC-14","4A1"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",0.397271203,19.15256062,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009133","ZC_2023","4A1-SCC-EH","4A1"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",0.16813001,19.72873504,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009134","ZC_2023","4A1-SCC-PH","4A1"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CC1)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",-0.08852764,20.27391778,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009135","ZC_2023","4A1-SCC-BO","4A1"
"CCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCC",0.125536073,17.56411431,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009136","ZC_2023","4A3-SCC-4","4A3"
"CCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCC",0.742072279,18.85756148,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009137","ZC_2023","4A3-SCC-8","4A3"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.944644174,19.44992578,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009138","ZC_2023","4A3-SCC-10","4A3"
"CCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCC",0.544126671,20.01000127,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009139","ZC_2023","4A3-SCC-12","4A3"
"CCCCCCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCCCCCC",0.16813001,20.54035792,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009140","ZC_2023","4A3-SCC-14","4A3"
"CCCCC(CC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CC)CCCC",0.962717268,18.85756148,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009141","ZC_2023","4A3-SCC-EH","4A3"
"CCCCCC(CCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCC)CCCCC",1.105676091,19.44992578,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009142","ZC_2023","4A3-SCC-PH","4A3"
"CCCCCCC(CCCC)CSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCC(CCCC)CCCCCC",0.962717268,20.01000127,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009143","ZC_2023","4A3-SCC-BO","4A3"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.449401969,21.46958898,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009144","ZC_2023","5A1-SCC-10","5A1"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCNCCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",-2.778175684,21.53205266,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009145","ZC_2023","5A2-SCC-10","5A2"
"CCCCCCCCCCSCC(C)C(=O)OCCSSCCOC(=O)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCN(CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCSSCCOC(=O)C(C)CSCCCCCCCCCC",0.449401969,23.22767107,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009146","ZC_2023","6A1-SCC-10","6A1"
"CCCCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCCCC",0.125536073,17.36947697,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009147","ZC_2023","4A3-SC-10","4A3"
"CCCCCCCCCCSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCCCCCCCCCC)CCC(=O)OCCSSCCCCCCCCCC)CCC(=O)OCCSSCCCCCCCCCC",-0.08852764,15.93753389,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009148","ZC_2023","4A3-SSC-10","4A3"
"CCCCCC(CCC)CSCC(C)C(=O)OCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCOC(=O)C(C)CSCC(CCC)CCCCC)CCC(=O)OCCOC(=O)C(C)CSCC(CCC)CCCCC",0.235338255,17.36947697,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009149","ZC_2023","4A3-SC-PH","4A3"
"CCCCCC(CCC)CSSCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCSSCC(CCC)CCCCC)CCC(=O)OCCSSCC(CCC)CCCCC)CCC(=O)OCCSSCC(CCC)CCCCC",0.510695471,15.93753389,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009150","ZC_2023","4A3-SSC-PH","4A3"
"CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCN(C)C",-0.08852764,9.513771567,23.80952381,23.80952381,47.61904762,4.761904762,2,"DOPE","Cholesterol","DMG-PEG2000","citrate","PBS","handmixed","Mouse_B6","liver","intravenous","mRNA","FLuc","individual","LNP_0009151","ZC_2023","DLin-MC3-DMA","7A1"
