Command line
Loss = 7.9235e-01, PNorm = 40.5427, GNorm = 13.4709, lr_0 = 6.2879e-04
Loss = 7.3140e-01, PNorm = 40.5653, GNorm = 1.5796, lr_0 = 6.2696e-04
Loss = 1.0365e+00, PNorm = 40.5882, GNorm = 2.7301, lr_0 = 6.2513e-04
Loss = 7.2272e-01, PNorm = 40.6151, GNorm = 3.8359, lr_0 = 6.2331e-04
Loss = 9.5582e-01, PNorm = 40.6463, GNorm = 2.9914, lr_0 = 6.2150e-04
Loss = 8.1260e-01, PNorm = 40.6857, GNorm = 1.7312, lr_0 = 6.1969e-04
Loss = 8.5206e-01, PNorm = 40.7169, GNorm = 2.1327, lr_0 = 6.1788e-04
Loss = 8.0276e-01, PNorm = 40.7533, GNorm = 1.7780, lr_0 = 6.1608e-04
Loss = 7.9646e-01, PNorm = 40.7967, GNorm = 1.9703, lr_0 = 6.1429e-04
Loss = 7.8605e-01, PNorm = 40.8334, GNorm = 1.2975, lr_0 = 6.1250e-04
Loss = 7.3309e-01, PNorm = 40.8562, GNorm = 1.7044, lr_0 = 6.1072e-04
Loss = 7.4036e-01, PNorm = 40.8929, GNorm = 1.9224, lr_0 = 6.0894e-04
Validation rmse = 1.000728
Epoch 8
Loss = 7.4031e-01, PNorm = 40.9213, GNorm = 1.7136, lr_0 = 6.0717e-04
Loss = 7.2301e-01, PNorm = 40.9475, GNorm = 1.4986, lr_0 = 6.0540e-04
Loss = 8.3885e-01, PNorm = 40.9831, GNorm = 1.4477, lr_0 = 6.0364e-04
Loss = 6.6624e-01, PNorm = 41.0221, GNorm = 1.2677, lr_0 = 6.0188e-04
Loss = 7.8462e-01, PNorm = 41.0537, GNorm = 1.2603, lr_0 = 6.0013e-04
Loss = 7.7833e-01, PNorm = 41.0736, GNorm = 2.0766, lr_0 = 5.9838e-04
Loss = 7.5661e-01, PNorm = 41.0844, GNorm = 2.3354, lr_0 = 5.9664e-04
Loss = 9.0299e-01, PNorm = 41.1211, GNorm = 1.4845, lr_0 = 5.9490e-04
Loss = 7.6922e-01, PNorm = 41.1576, GNorm = 2.1203, lr_0 = 5.9317e-04
Loss = 7.6794e-01, PNorm = 41.1856, GNorm = 1.7830, lr_0 = 5.9144e-04
Loss = 7.7457e-01, PNorm = 41.1944, GNorm = 1.2926, lr_0 = 5.8972e-04
Loss = 6.7697e-01, PNorm = 41.2284, GNorm = 1.3532, lr_0 = 5.8800e-04
Loss = 7.4466e-01, PNorm = 41.2632, GNorm = 1.4341, lr_0 = 5.8629e-04
Loss = 8.0569e-01, PNorm = 41.2894, GNorm = 1.4224, lr_0 = 5.8458e-04
Loss = 7.9005e-01, PNorm = 41.3200, GNorm = 1.1547, lr_0 = 5.8288e-04
Loss = 8.3175e-01, PNorm = 41.3655, GNorm = 2.3650, lr_0 = 5.8118e-04
Loss = 7.3454e-01, PNorm = 41.3935, GNorm = 1.8440, lr_0 = 5.7949e-04
Loss = 7.8531e-01, PNorm = 41.4140, GNorm = 2.5118, lr_0 = 5.7780e-04
Loss = 7.9722e-01, PNorm = 41.4381, GNorm = 2.1856, lr_0 = 5.7612e-04
Loss = 7.4029e-01, PNorm = 41.4732, GNorm = 3.9618, lr_0 = 5.7444e-04
Loss = 1.0192e+00, PNorm = 41.4981, GNorm = 3.0294, lr_0 = 5.7277e-04
Loss = 7.4711e-01, PNorm = 41.5155, GNorm = 2.8061, lr_0 = 5.7110e-04
Loss = 9.3078e-01, PNorm = 41.5486, GNorm = 1.6997, lr_0 = 5.6944e-04
Loss = 7.5227e-01, PNorm = 41.5842, GNorm = 1.8365, lr_0 = 5.6778e-04
Loss = 7.4693e-01, PNorm = 41.6238, GNorm = 3.6692, lr_0 = 5.6613e-04
Loss = 8.6827e-01, PNorm = 41.6684, GNorm = 1.8637, lr_0 = 5.6448e-04
Loss = 6.8775e-01, PNorm = 41.6975, GNorm = 1.4086, lr_0 = 5.6283e-04
Loss = 7.6273e-01, PNorm = 41.7268, GNorm = 1.2509, lr_0 = 5.6119e-04
Validation rmse = 0.964976
Epoch 9
Loss = 7.1448e-01, PNorm = 41.7539, GNorm = 1.9403, lr_0 = 5.5940e-04
Loss = 8.4922e-01, PNorm = 41.7733, GNorm = 2.0957, lr_0 = 5.5777e-04
Loss = 7.6756e-01, PNorm = 41.7958, GNorm = 2.2574, lr_0 = 5.5614e-04
Loss = 7.2889e-01, PNorm = 41.8301, GNorm = 1.3614, lr_0 = 5.5452e-04
Loss = 7.3814e-01, PNorm = 41.8598, GNorm = 2.4593, lr_0 = 5.5291e-04
Loss = 8.8809e-01, PNorm = 41.8813, GNorm = 1.9442, lr_0 = 5.5130e-04
Loss = 7.5978e-01, PNorm = 41.9042, GNorm = 1.8409, lr_0 = 5.4969e-04
Loss = 8.3555e-01, PNorm = 41.9270, GNorm = 1.7659, lr_0 = 5.4809e-04
Loss = 7.0208e-01, PNorm = 41.9542, GNorm = 1.7399, lr_0 = 5.4650e-04
Loss = 7.5226e-01, PNorm = 41.9895, GNorm = 1.8763, lr_0 = 5.4491e-04
Loss = 7.0873e-01, PNorm = 42.0210, GNorm = 1.9339, lr_0 = 5.4332e-04
Loss = 7.4879e-01, PNorm = 42.0476, GNorm = 2.5749, lr_0 = 5.4174e-04
Loss = 7.3024e-01, PNorm = 42.0671, GNorm = 2.3854, lr_0 = 5.4016e-04
Loss = 7.8976e-01, PNorm = 42.0916, GNorm = 3.2978, lr_0 = 5.3859e-04
Loss = 8.1120e-01, PNorm = 42.1248, GNorm = 1.7866, lr_0 = 5.3702e-04
Loss = 7.7992e-01, PNorm = 42.1574, GNorm = 1.4159, lr_0 = 5.3546e-04
Loss = 8.9145e-01, PNorm = 42.1942, GNorm = 12.6685, lr_0 = 5.3390e-04
Loss = 9.3648e-01, PNorm = 42.2270, GNorm = 2.0266, lr_0 = 5.3234e-04
Loss = 7.3266e-01, PNorm = 42.2429, GNorm = 1.6462, lr_0 = 5.3079e-04
Loss = 7.3086e-01, PNorm = 42.2602, GNorm = 1.4487, lr_0 = 5.2925e-04
Loss = 8.8000e-01, PNorm = 42.2894, GNorm = 1.6524, lr_0 = 5.2770e-04
Loss = 7.9768e-01, PNorm = 42.3318, GNorm = 1.5932, lr_0 = 5.2617e-04
Loss = 7.9088e-01, PNorm = 42.3616, GNorm = 2.4482, lr_0 = 5.2464e-04
Loss = 6.6894e-01, PNorm = 42.3787, GNorm = 2.0613, lr_0 = 5.2311e-04
Loss = 6.1518e-01, PNorm = 42.3878, GNorm = 1.4571, lr_0 = 5.2159e-04
Loss = 7.6674e-01, PNorm = 42.4050, GNorm = 2.6305, lr_0 = 5.2007e-04
Loss = 7.0290e-01, PNorm = 42.4362, GNorm = 8.7088, lr_0 = 5.1855e-04
Loss = 7.0974e-01, PNorm = 42.4563, GNorm = 1.1806, lr_0 = 5.1704e-04
Validation rmse = 1.025830
Epoch 10
Loss = 6.9841e-01, PNorm = 42.4747, GNorm = 0.8929, lr_0 = 5.1554e-04
Loss = 6.1613e-01, PNorm = 42.4984, GNorm = 1.8303, lr_0 = 5.1404e-04
Loss = 8.0289e-01, PNorm = 42.5168, GNorm = 1.7000, lr_0 = 5.1254e-04
Loss = 7.7209e-01, PNorm = 42.5286, GNorm = 1.8778, lr_0 = 5.1105e-04
Loss = 7.4924e-01, PNorm = 42.5411, GNorm = 1.6079, lr_0 = 5.0956e-04
Loss = 6.5360e-01, PNorm = 42.5630, GNorm = 1.7601, lr_0 = 5.0807e-04
Loss = 7.5407e-01, PNorm = 42.5906, GNorm = 2.3941, lr_0 = 5.0659e-04
Loss = 7.5601e-01, PNorm = 42.6150, GNorm = 1.3684, lr_0 = 5.0512e-04
Loss = 7.4282e-01, PNorm = 42.6489, GNorm = 1.5433, lr_0 = 5.0365e-04
Loss = 7.4521e-01, PNorm = 42.6785, GNorm = 1.5561, lr_0 = 5.0218e-04
Loss = 6.6978e-01, PNorm = 42.7066, GNorm = 2.6946, lr_0 = 5.0072e-04
Loss = 7.2715e-01, PNorm = 42.7326, GNorm = 1.9293, lr_0 = 4.9926e-04
Loss = 5.8243e-01, PNorm = 42.7556, GNorm = 2.4251, lr_0 = 4.9781e-04
Loss = 7.0209e-01, PNorm = 42.7715, GNorm = 2.0240, lr_0 = 4.9636e-04
Loss = 8.0760e-01, PNorm = 42.7991, GNorm = 2.2789, lr_0 = 4.9491e-04
Loss = 9.7391e-01, PNorm = 42.8278, GNorm = 2.0951, lr_0 = 4.9347e-04
Loss = 7.7610e-01, PNorm = 42.8581, GNorm = 2.4525, lr_0 = 4.9203e-04
Loss = 7.1506e-01, PNorm = 42.8846, GNorm = 1.9335, lr_0 = 4.9060e-04
Loss = 8.1980e-01, PNorm = 42.9005, GNorm = 1.2827, lr_0 = 4.8917e-04
Loss = 7.8929e-01, PNorm = 42.9208, GNorm = 2.0016, lr_0 = 4.8775e-04
Loss = 6.8416e-01, PNorm = 42.9409, GNorm = 1.4253, lr_0 = 4.8633e-04
Loss = 7.4235e-01, PNorm = 42.9572, GNorm = 1.8328, lr_0 = 4.8491e-04
Loss = 6.8368e-01, PNorm = 42.9722, GNorm = 1.0642, lr_0 = 4.8350e-04
Loss = 7.9617e-01, PNorm = 42.9870, GNorm = 1.6932, lr_0 = 4.8209e-04
Loss = 8.3402e-01, PNorm = 43.0115, GNorm = 2.0128, lr_0 = 4.8069e-04
Loss = 7.2129e-01, PNorm = 43.0302, GNorm = 1.6066, lr_0 = 4.7929e-04
Loss = 7.3040e-01, PNorm = 43.0483, GNorm = 2.5913, lr_0 = 4.7789e-04
Loss = 7.0541e-01, PNorm = 43.0713, GNorm = 4.1188, lr_0 = 4.7650e-04
Validation rmse = 0.999606
Epoch 11
Loss = 1.0739e+00, PNorm = 43.0785, GNorm = 1.5819, lr_0 = 4.7498e-04
Loss = 6.8861e-01, PNorm = 43.0998, GNorm = 1.2208, lr_0 = 4.7359e-04
Loss = 7.1439e-01, PNorm = 43.1232, GNorm = 3.2126, lr_0 = 4.7221e-04
Loss = 7.2163e-01, PNorm = 43.1458, GNorm = 2.4926, lr_0 = 4.7084e-04
Loss = 7.1330e-01, PNorm = 43.1690, GNorm = 2.0653, lr_0 = 4.6947e-04
Loss = 7.8301e-01, PNorm = 43.1901, GNorm = 1.6495, lr_0 = 4.6810e-04
Loss = 7.0501e-01, PNorm = 43.2067, GNorm = 1.5160, lr_0 = 4.6674e-04
Loss = 7.8696e-01, PNorm = 43.2333, GNorm = 1.5795, lr_0 = 4.6538e-04
Loss = 6.9947e-01, PNorm = 43.2635, GNorm = 2.5774, lr_0 = 4.6402e-04
Loss = 7.6558e-01, PNorm = 43.2803, GNorm = 2.0638, lr_0 = 4.6267e-04
Loss = 7.9288e-01, PNorm = 43.2975, GNorm = 6.7951, lr_0 = 4.6133e-04
Loss = 6.2585e-01, PNorm = 43.3177, GNorm = 1.3813, lr_0 = 4.5998e-04
Loss = 6.6883e-01, PNorm = 43.3347, GNorm = 1.8512, lr_0 = 4.5864e-04
Loss = 7.8826e-01, PNorm = 43.3552, GNorm = 1.5647, lr_0 = 4.5731e-04
Loss = 6.5096e-01, PNorm = 43.3699, GNorm = 1.9626, lr_0 = 4.5598e-04
Loss = 7.3742e-01, PNorm = 43.3833, GNorm = 2.0165, lr_0 = 4.5465e-04
Loss = 7.1890e-01, PNorm = 43.3997, GNorm = 1.8812, lr_0 = 4.5332e-04
Loss = 8.1240e-01, PNorm = 43.4175, GNorm = 1.1173, lr_0 = 4.5200e-04
Loss = 7.9403e-01, PNorm = 43.4477, GNorm = 1.7296, lr_0 = 4.5069e-04
Loss = 6.6955e-01, PNorm = 43.4526, GNorm = 1.5058, lr_0 = 4.4938e-04
Loss = 8.1778e-01, PNorm = 43.4696, GNorm = 1.7759, lr_0 = 4.4807e-04
Loss = 8.9306e-01, PNorm = 43.4878, GNorm = 1.6340, lr_0 = 4.4676e-04
Loss = 7.3197e-01, PNorm = 43.5091, GNorm = 1.3807, lr_0 = 4.4546e-04
Loss = 6.8105e-01, PNorm = 43.5199, GNorm = 1.3496, lr_0 = 4.4416e-04
Loss = 6.9347e-01, PNorm = 43.5333, GNorm = 1.8553, lr_0 = 4.4287e-04
Loss = 6.4754e-01, PNorm = 43.5514, GNorm = 2.0294, lr_0 = 4.4158e-04
Loss = 6.3741e-01, PNorm = 43.5691, GNorm = 1.4964, lr_0 = 4.4029e-04
Loss = 7.2529e-01, PNorm = 43.5836, GNorm = 2.1036, lr_0 = 4.3901e-04
Loss = 7.0631e-01, PNorm = 43.6007, GNorm = 1.5800, lr_0 = 4.3773e-04
Validation rmse = 0.994300
Epoch 12
Loss = 7.1703e-01, PNorm = 43.6180, GNorm = 1.5475, lr_0 = 4.3646e-04
Loss = 6.3557e-01, PNorm = 43.6303, GNorm = 1.8961, lr_0 = 4.3519e-04
Loss = 7.1497e-01, PNorm = 43.6501, GNorm = 1.6326, lr_0 = 4.3392e-04
Loss = 6.7617e-01, PNorm = 43.6819, GNorm = 7.4426, lr_0 = 4.3266e-04
Loss = 6.4233e-01, PNorm = 43.7069, GNorm = 1.4115, lr_0 = 4.3140e-04
Loss = 7.7876e-01, PNorm = 43.7220, GNorm = 2.4957, lr_0 = 4.3014e-04
Loss = 8.0429e-01, PNorm = 43.7335, GNorm = 2.3941, lr_0 = 4.2889e-04
Loss = 6.6238e-01, PNorm = 43.7494, GNorm = 1.6331, lr_0 = 4.2764e-04
Loss = 7.5108e-01, PNorm = 43.7655, GNorm = 2.7385, lr_0 = 4.2640e-04
Loss = 6.9870e-01, PNorm = 43.7780, GNorm = 1.7997, lr_0 = 4.2515e-04
Loss = 6.2791e-01, PNorm = 43.7938, GNorm = 1.4384, lr_0 = 4.2392e-04
Loss = 7.2355e-01, PNorm = 43.8097, GNorm = 1.2820, lr_0 = 4.2268e-04
Loss = 7.2990e-01, PNorm = 43.8202, GNorm = 1.8754, lr_0 = 4.2145e-04
Loss = 8.1486e-01, PNorm = 43.8417, GNorm = 2.1883, lr_0 = 4.2022e-04
Loss = 8.2353e-01, PNorm = 43.8678, GNorm = 4.3267, lr_0 = 4.1900e-04
Loss = 7.7404e-01, PNorm = 43.8960, GNorm = 2.7424, lr_0 = 4.1778e-04
Loss = 6.3854e-01, PNorm = 43.9125, GNorm = 2.9758, lr_0 = 4.1656e-04
Loss = 7.7604e-01, PNorm = 43.9284, GNorm = 1.8661, lr_0 = 4.1535e-04
Loss = 7.4633e-01, PNorm = 43.9505, GNorm = 2.0948, lr_0 = 4.1414e-04
Loss = 6.5132e-01, PNorm = 43.9713, GNorm = 2.2562, lr_0 = 4.1293e-04
Loss = 6.5316e-01, PNorm = 43.9828, GNorm = 3.2974, lr_0 = 4.1173e-04
Loss = 7.9974e-01, PNorm = 43.9920, GNorm = 2.7515, lr_0 = 4.1053e-04
Loss = 7.1586e-01, PNorm = 43.9978, GNorm = 2.2820, lr_0 = 4.0934e-04
Loss = 7.4339e-01, PNorm = 44.0170, GNorm = 1.8577, lr_0 = 4.0815e-04
Loss = 6.8155e-01, PNorm = 44.0398, GNorm = 2.5059, lr_0 = 4.0696e-04
Loss = 7.4287e-01, PNorm = 44.0555, GNorm = 1.9587, lr_0 = 4.0577e-04
Loss = 6.7433e-01, PNorm = 44.0634, GNorm = 1.7903, lr_0 = 4.0459e-04
Loss = 8.2556e-01, PNorm = 44.0787, GNorm = 1.1588, lr_0 = 4.0341e-04
Validation rmse = 1.011163
Epoch 13
Loss = 6.9316e-01, PNorm = 44.0979, GNorm = 1.5260, lr_0 = 4.0212e-04
Loss = 6.4567e-01, PNorm = 44.1121, GNorm = 1.5903, lr_0 = 4.0095e-04
Loss = 7.6839e-01, PNorm = 44.1246, GNorm = 1.4584, lr_0 = 3.9978e-04
Loss = 7.5887e-01, PNorm = 44.1393, GNorm = 1.9789, lr_0 = 3.9862e-04
Loss = 7.2233e-01, PNorm = 44.1574, GNorm = 1.2762, lr_0 = 3.9746e-04
Loss = 8.0724e-01, PNorm = 44.1755, GNorm = 20.9212, lr_0 = 3.9630e-04
Loss = 6.4531e-01, PNorm = 44.1973, GNorm = 1.7965, lr_0 = 3.9515e-04
Loss = 6.5325e-01, PNorm = 44.2116, GNorm = 1.4590, lr_0 = 3.9400e-04
Loss = 6.7141e-01, PNorm = 44.2281, GNorm = 1.8525, lr_0 = 3.9285e-04
Loss = 7.6988e-01, PNorm = 44.2464, GNorm = 1.2464, lr_0 = 3.9170e-04
Loss = 6.4861e-01, PNorm = 44.2622, GNorm = 1.6061, lr_0 = 3.9056e-04
Loss = 7.4962e-01, PNorm = 44.2777, GNorm = 1.9352, lr_0 = 3.8943e-04
Loss = 6.6101e-01, PNorm = 44.2924, GNorm = 1.0427, lr_0 = 3.8829e-04
Loss = 8.9820e-01, PNorm = 44.2980, GNorm = 1.7581, lr_0 = 3.8716e-04
Loss = 5.5997e-01, PNorm = 44.3150, GNorm = 2.0015, lr_0 = 3.8603e-04
Loss = 5.6366e-01, PNorm = 44.3346, GNorm = 1.7267, lr_0 = 3.8491e-04
Loss = 6.3647e-01, PNorm = 44.3488, GNorm = 3.8505, lr_0 = 3.8379e-04
Loss = 7.0439e-01, PNorm = 44.3584, GNorm = 1.8279, lr_0 = 3.8267e-04
Loss = 5.6825e-01, PNorm = 44.3724, GNorm = 1.5149, lr_0 = 3.8156e-04
Loss = 7.1764e-01, PNorm = 44.3880, GNorm = 2.0547, lr_0 = 3.8045e-04
Loss = 8.2261e-01, PNorm = 44.4138, GNorm = 7.7639, lr_0 = 3.7934e-04
Loss = 8.5648e-01, PNorm = 44.4370, GNorm = 4.5817, lr_0 = 3.7823e-04
Loss = 7.4159e-01, PNorm = 44.4499, GNorm = 2.9476, lr_0 = 3.7713e-04
Loss = 6.7612e-01, PNorm = 44.4607, GNorm = 1.9051, lr_0 = 3.7603e-04
Loss = 6.2746e-01, PNorm = 44.4806, GNorm = 1.4703, lr_0 = 3.7494e-04
Loss = 8.5294e-01, PNorm = 44.4891, GNorm = 1.9176, lr_0 = 3.7385e-04
Loss = 6.5113e-01, PNorm = 44.4996, GNorm = 1.7621, lr_0 = 3.7276e-04
Loss = 8.0033e-01, PNorm = 44.5141, GNorm = 2.1269, lr_0 = 3.7167e-04
Validation rmse = 1.108867
Epoch 14
Loss = 9.9721e-01, PNorm = 44.5324, GNorm = 1.5904, lr_0 = 3.7059e-04
Loss = 6.0250e-01, PNorm = 44.5418, GNorm = 1.3978, lr_0 = 3.6951e-04
Loss = 8.0172e-01, PNorm = 44.5531, GNorm = 2.3025, lr_0 = 3.6844e-04
Loss = 6.3808e-01, PNorm = 44.5709, GNorm = 1.4651, lr_0 = 3.6736e-04
Loss = 5.9021e-01, PNorm = 44.5939, GNorm = 1.5401, lr_0 = 3.6629e-04
Loss = 6.5860e-01, PNorm = 44.6035, GNorm = 2.1239, lr_0 = 3.6523e-04
Loss = 7.2742e-01, PNorm = 44.6127, GNorm = 2.0088, lr_0 = 3.6416e-04
Loss = 6.8406e-01, PNorm = 44.6306, GNorm = 9.2949, lr_0 = 3.6310e-04
Loss = 6.7966e-01, PNorm = 44.6438, GNorm = 1.5726, lr_0 = 3.6205e-04
Loss = 7.1743e-01, PNorm = 44.6587, GNorm = 2.2931, lr_0 = 3.6099e-04
Loss = 7.5969e-01, PNorm = 44.6753, GNorm = 1.9392, lr_0 = 3.5994e-04
Loss = 8.8678e-01, PNorm = 44.6912, GNorm = 1.7227, lr_0 = 3.5889e-04
Loss = 6.9604e-01, PNorm = 44.7041, GNorm = 1.8191, lr_0 = 3.5785e-04
Loss = 7.8438e-01, PNorm = 44.7164, GNorm = 2.2564, lr_0 = 3.5681e-04
Loss = 7.1968e-01, PNorm = 44.7273, GNorm = 2.3424, lr_0 = 3.5577e-04
Loss = 6.4459e-01, PNorm = 44.7406, GNorm = 5.7270, lr_0 = 3.5473e-04
Loss = 6.0510e-01, PNorm = 44.7518, GNorm = 1.5114, lr_0 = 3.5370e-04
Loss = 5.9314e-01, PNorm = 44.7615, GNorm = 2.0127, lr_0 = 3.5267e-04
Loss = 7.4237e-01, PNorm = 44.7723, GNorm = 2.3279, lr_0 = 3.5164e-04
Loss = 6.3912e-01, PNorm = 44.7839, GNorm = 2.6931, lr_0 = 3.5062e-04
Loss = 7.3552e-01, PNorm = 44.7990, GNorm = 2.4980, lr_0 = 3.4960e-04
Loss = 6.5402e-01, PNorm = 44.8154, GNorm = 1.5306, lr_0 = 3.4858e-04
Loss = 7.5301e-01, PNorm = 44.8296, GNorm = 1.3164, lr_0 = 3.4756e-04
Loss = 6.5078e-01, PNorm = 44.8420, GNorm = 2.3665, lr_0 = 3.4655e-04
Loss = 7.6129e-01, PNorm = 44.8588, GNorm = 2.7073, lr_0 = 3.4554e-04
Loss = 6.1216e-01, PNorm = 44.8715, GNorm = 2.5789, lr_0 = 3.4454e-04
Loss = 7.5413e-01, PNorm = 44.8812, GNorm = 16.2208, lr_0 = 3.4353e-04
Loss = 6.6038e-01, PNorm = 44.8910, GNorm = 1.8984, lr_0 = 3.4253e-04
Validation rmse = 1.039909
Epoch 15
Loss = 7.1948e-01, PNorm = 44.9071, GNorm = 2.9166, lr_0 = 3.4143e-04
Loss = 6.6187e-01, PNorm = 44.9221, GNorm = 1.4131, lr_0 = 3.4044e-04
Loss = 6.6132e-01, PNorm = 44.9344, GNorm = 2.2340, lr_0 = 3.3945e-04
Loss = 6.6293e-01, PNorm = 44.9440, GNorm = 2.3302, lr_0 = 3.3846e-04
Loss = 6.7992e-01, PNorm = 44.9557, GNorm = 2.0647, lr_0 = 3.3748e-04
Loss = 6.9285e-01, PNorm = 44.9702, GNorm = 2.5663, lr_0 = 3.3649e-04
Loss = 5.6993e-01, PNorm = 44.9815, GNorm = 1.9087, lr_0 = 3.3551e-04
Loss = 5.6916e-01, PNorm = 44.9939, GNorm = 1.1679, lr_0 = 3.3454e-04
Loss = 7.0628e-01, PNorm = 45.0104, GNorm = 1.4274, lr_0 = 3.3356e-04
Loss = 6.8124e-01, PNorm = 45.0191, GNorm = 1.5143, lr_0 = 3.3259e-04
Loss = 5.8740e-01, PNorm = 45.0280, GNorm = 1.4328, lr_0 = 3.3162e-04
Loss = 9.1872e-01, PNorm = 45.0442, GNorm = 1.8808, lr_0 = 3.3066e-04
Loss = 7.5986e-01, PNorm = 45.0561, GNorm = 2.0477, lr_0 = 3.2969e-04
Loss = 7.2205e-01, PNorm = 45.0635, GNorm = 2.7703, lr_0 = 3.2873e-04
Loss = 7.8272e-01, PNorm = 45.0755, GNorm = 1.7089, lr_0 = 3.2778e-04
Loss = 6.4665e-01, PNorm = 45.0914, GNorm = 1.3360, lr_0 = 3.2682e-04
Loss = 7.6861e-01, PNorm = 45.1056, GNorm = 2.7617, lr_0 = 3.2587e-04
Loss = 6.5675e-01, PNorm = 45.1182, GNorm = 1.7258, lr_0 = 3.2492e-04
Loss = 7.0213e-01, PNorm = 45.1383, GNorm = 1.5189, lr_0 = 3.2398e-04
Loss = 6.7891e-01, PNorm = 45.1581, GNorm = 2.1413, lr_0 = 3.2303e-04
Loss = 6.1140e-01, PNorm = 45.1749, GNorm = 1.9375, lr_0 = 3.2209e-04
Loss = 5.8760e-01, PNorm = 45.1810, GNorm = 1.3814, lr_0 = 3.2115e-04
Loss = 7.1367e-01, PNorm = 45.1897, GNorm = 1.6478, lr_0 = 3.2022e-04
Loss = 6.0804e-01, PNorm = 45.2036, GNorm = 1.4831, lr_0 = 3.1929e-04
Loss = 6.6787e-01, PNorm = 45.2189, GNorm = 2.0813, lr_0 = 3.1836e-04
Loss = 9.3997e-01, PNorm = 45.2329, GNorm = 1.3926, lr_0 = 3.1743e-04
Loss = 7.3056e-01, PNorm = 45.2469, GNorm = 15.4873, lr_0 = 3.1650e-04
Loss = 7.2935e-01, PNorm = 45.2565, GNorm = 2.2838, lr_0 = 3.1558e-04
Loss = 6.7414e-01, PNorm = 45.2645, GNorm = 1.9864, lr_0 = 3.1466e-04
Validation rmse = 1.121514
Epoch 16
Loss = 6.4621e-01, PNorm = 45.2742, GNorm = 1.6359, lr_0 = 3.1375e-04
Loss = 6.6461e-01, PNorm = 45.2897, GNorm = 1.7119, lr_0 = 3.1283e-04
Loss = 7.5562e-01, PNorm = 45.3087, GNorm = 1.6705, lr_0 = 3.1192e-04
Loss = 6.3598e-01, PNorm = 45.3204, GNorm = 1.7948, lr_0 = 3.1101e-04
Loss = 7.0463e-01, PNorm = 45.3262, GNorm = 1.8095, lr_0 = 3.1011e-04
Loss = 7.0089e-01, PNorm = 45.3316, GNorm = 2.1285, lr_0 = 3.0921e-04
Loss = 5.6800e-01, PNorm = 45.3429, GNorm = 2.3051, lr_0 = 3.0831e-04
Loss = 6.7006e-01, PNorm = 45.3502, GNorm = 2.1598, lr_0 = 3.0741e-04
Loss = 7.1588e-01, PNorm = 45.3551, GNorm = 1.5530, lr_0 = 3.0651e-04
Loss = 6.6330e-01, PNorm = 45.3619, GNorm = 1.8728, lr_0 = 3.0562e-04
Loss = 6.5146e-01, PNorm = 45.3811, GNorm = 2.6655, lr_0 = 3.0473e-04
Loss = 7.2112e-01, PNorm = 45.3942, GNorm = 2.4753, lr_0 = 3.0384e-04
Loss = 6.4216e-01, PNorm = 45.4061, GNorm = 1.1561, lr_0 = 3.0296e-04
Loss = 6.8635e-01, PNorm = 45.4180, GNorm = 3.5686, lr_0 = 3.0208e-04
Loss = 6.3637e-01, PNorm = 45.4352, GNorm = 1.8263, lr_0 = 3.0120e-04
Loss = 7.3939e-01, PNorm = 45.4439, GNorm = 1.7321, lr_0 = 3.0032e-04
Loss = 7.2573e-01, PNorm = 45.4507, GNorm = 1.8668, lr_0 = 2.9945e-04
Loss = 6.1360e-01, PNorm = 45.4606, GNorm = 2.6633, lr_0 = 2.9857e-04
Loss = 6.1359e-01, PNorm = 45.4740, GNorm = 1.7020, lr_0 = 2.9770e-04
Loss = 6.5795e-01, PNorm = 45.4814, GNorm = 1.9114, lr_0 = 2.9684e-04
Loss = 5.8998e-01, PNorm = 45.4881, GNorm = 2.3737, lr_0 = 2.9597e-04
Loss = 6.2386e-01, PNorm = 45.4995, GNorm = 2.2304, lr_0 = 2.9511e-04
Loss = 6.7428e-01, PNorm = 45.5109, GNorm = 2.3020, lr_0 = 2.9425e-04
Loss = 7.0204e-01, PNorm = 45.5193, GNorm = 1.0739, lr_0 = 2.9339e-04
Loss = 7.1439e-01, PNorm = 45.5301, GNorm = 39.6183, lr_0 = 2.9254e-04
Loss = 7.1578e-01, PNorm = 45.5404, GNorm = 2.3099, lr_0 = 2.9169e-04
Loss = 7.5321e-01, PNorm = 45.5567, GNorm = 2.3670, lr_0 = 2.9084e-04
Loss = 7.4707e-01, PNorm = 45.5633, GNorm = 1.3625, lr_0 = 2.8999e-04
Validation rmse = 1.045103
Epoch 17
Loss = 6.0897e-01, PNorm = 45.5747, GNorm = 1.7692, lr_0 = 2.8906e-04
Loss = 5.6205e-01, PNorm = 45.5879, GNorm = 2.4542, lr_0 = 2.8822e-04
Loss = 7.1938e-01, PNorm = 45.6011, GNorm = 1.6167, lr_0 = 2.8738e-04
Loss = 5.5610e-01, PNorm = 45.6156, GNorm = 1.7277, lr_0 = 2.8655e-04
Loss = 6.6257e-01, PNorm = 45.6281, GNorm = 1.5405, lr_0 = 2.8571e-04
Loss = 6.5671e-01, PNorm = 45.6400, GNorm = 1.5800, lr_0 = 2.8488e-04
Loss = 6.3764e-01, PNorm = 45.6519, GNorm = 1.7797, lr_0 = 2.8405e-04
Loss = 5.4602e-01, PNorm = 45.6629, GNorm = 3.2716, lr_0 = 2.8322e-04
Loss = 6.1247e-01, PNorm = 45.6724, GNorm = 1.6485, lr_0 = 2.8240e-04
